Material Number,Contribution Margin,Gross Margin %,Profit per Customer,Profit per Product,Profit per Batch,Profit per Plant,Planned Material Cost,Actual Material Cost,Packaging Cost,Labor Cost,Quality Cost,Manufacturing Overhead,Freight Cost,Cost Variance,Production Variance,Purchase Price Variance (PPV),Gross Revenue,Contract Manufacturing Fee,Discounts / Rebates,Freight Revenue,Net Revenue,Customer,Customer Group,Product (Material),Material Description,Product Category,Dosage Form,Formula Version,Batch Number,Plant,Sales Organization,Distribution Channel,Region / Country
MAT225437,13894.78,10.55,4610.67,3942.12,1559.03,3379.85,6770.5,7391.04,610.23,918.67,209.4,1257.58,5786.6,483.62,-136.92,620.54,131689.78,107875.04,13917.98,4301.9,98258.96,GreenHerb,E-Commerce,Probiotic (Pet) - Powder,Pet Probiotic Powder – Digestive Health,Probiotic (Pet),Powder,FV-D-3,BATCH2026015437,PL03,SO-IN01,B2C,India
MAT225438,52205.63,33.6,18816.06,17460.04,6575.16,10323.07,7941.63,8423.6,390.31,1225.19,346.35,1660.68,4011.81,294.91,-187.06,481.97,155351.21,107360.71,19306.17,6787.92,94842.46,GreenHerb,E-Commerce,Protein Powder - Powder,Whey Protein Powder – Chocolate – 1 kg,Protein Powder,Powder,FV-D-2,BATCH2026015438,PL03,SO-AP01,B2B,India
MAT225439,63446.39,21.04,12925.44,23152.67,5823.91,18930.93,15179.54,15555.56,1085.17,795.7,777.64,2292.83,7936.7,1380.7,1004.68,376.02,301586.61,229478.03,6761.41,8280.94,230997.56,GreenHerb,Distributors,Digestive Enzyme - Capsule,Digestive Enzyme Capsule – Broad Spectrum,Digestive Enzyme,Capsule,FV-D-1,BATCH2026015439,PL02,SO-EU01,B2C,Germany
MAT225440,106072.02,44.49,29754.82,40988.64,11754.53,20578.53,12052.37,12994.36,359.06,1233.38,682.23,2210.26,3866.21,738.24,-203.75,941.99,238405.12,150337.82,17245.01,9334.71,142427.52,GreenHerb,Pharmacy,Iron Supplement - Tablet,Iron Tablet – 65 mg – Gentle Formula,Iron Supplement,Tablet,FV-C-5,BATCH2026015440,PL05,SO-AP01,B2C,UAE
MAT225441,41711.7,24.28,9555.73,8456.7,4996.46,4798.54,8753.92,8871.4,575.28,603.22,93.54,1738.84,786.58,939.71,822.23,117.48,171762.81,127596.41,6683.03,334.34,121247.72,GreenHerb,Retail,Multivitamin Tablets - Tablet,Multivitamin Tablet – High Potency – 90 Count,Multivitamin Tablets,Tablet,FV-D-1,BATCH2026015441,PL03,SO-US01,B2B,UK
MAT225442,37047.3,19.47,7552.96,9068.75,2928.71,7064.03,9670.7,9106.16,718.31,507.88,204.99,1251.3,3736.36,395.4,959.94,-564.54,190285.51,146446.56,4284.8,2394.63,144556.39,BioHealth,Pharmacy,Keto Supplement - Capsule,Keto Support Capsule – Exogenous Ketones,Keto Supplement,Capsule,FV-B-1,BATCH2026015442,PL03,SO-AP01,B2B,South Africa
MAT225443,80941.33,42.92,32103.98,20897.78,6060.58,13326.71,9587.63,10309.53,312.51,1704.79,235.34,1172.47,2721.21,535.57,-186.33,721.9,188607.21,120587.81,27878.27,3051.03,95760.57,NutriPlus,Pharmacy,Pre-Workout - Powder,Pre-Workout Powder – Energy & Endurance,Pre-Workout,Powder,FV-A-3,BATCH2026015443,PL04,SO-US01,B2B,Singapore
MAT225444,43542.3,8.95,14575.7,14715.09,6454.52,10292.35,24323.96,26623.91,2261.46,3346.64,1082.11,6008.03,5518.66,4684.65,2384.7,2299.95,486341.31,402709.43,52323.66,6959.52,357345.29,WellnessMart,E-Commerce,Probiotic Capsules - Capsule,Probiotic Capsule – 20 Billion CFU – Gut Health,Probiotic Capsules,Capsule,FV-B-5,BATCH2026015444,PL04,SO-EU01,B2C,UK
MAT225445,19149.89,15.91,5562.28,7498.54,1983.6,5013.06,6208.43,6081.72,500.38,675.47,359.42,1062.21,6509.43,21.09,147.8,-126.71,120333.51,94987.25,9482.17,9586.97,95092.05,GreenHerb,Distributors,Probiotic Powder - Powder,Probiotic Powder – Unflavored – 30 Servings,Probiotic Powder,Powder,FV-D-2,BATCH2026015445,PL01,SO-AP01,B2C,Singapore
MAT225446,106476.38,25.97,30473.6,22343.36,7873,20591.3,20542.51,20760.3,1288.29,2178.13,255.98,2479.48,3842.15,1797.45,1579.66,217.79,409940.47,300683.09,31167.93,682.33,270197.49,CarePharma,Pharmacy,Probiotic (Pet) - Powder,Pet Probiotic Powder – Digestive Health,Probiotic (Pet),Powder,FV-A-1,BATCH2026015446,PL02,SO-US01,B2B,UAE
MAT225447,151210.96,42.53,55672.15,31481.99,16912.73,16878.47,17851.17,16656.87,594.18,2843.94,215.1,3305.01,653.26,-1705.01,-510.71,-1194.3,355564.36,228100.41,45979.45,601.76,182722.72,PetCareCo,Distributors,Multivitamin Capsules - Capsule,Multivitamin Capsule – Daily Nutrition – 60 Count,Multivitamin Capsules,Capsule,FV-D-3,BATCH2026015447,PL02,SO-AP01,B2C,South Africa
MAT225448,857.18,11.05,269.28,330.45,95.55,94.09,636.47,594.11,56.8,79.05,35.88,117.43,581.09,7.58,49.94,-42.36,7757.15,6332.84,730.7,9289.92,14892.06,PeakNutrition,Pharmacy,Multivitamin Tablets - Tablet,Multivitamin Tablet – High Potency – 90 Count,Multivitamin Tablets,Tablet,FV-B-3,BATCH2026015448,PL02,SO-US01,B2C,Australia
MAT225449,232974.58,46.91,81495.03,82465.5,33562.42,38305.96,24832.82,25309.09,632.99,3659.65,1204.19,5957.46,2712.43,2856.18,2379.91,476.27,496622.23,306493.63,58289.28,7744.42,255948.77,FitLife,Wholesale,Pre-Workout - Powder,Pre-Workout Powder – Energy & Endurance,Pre-Workout,Powder,FV-B-5,BATCH2026015449,PL05,SO-US01,B2B,Canada
MAT225450,170053.56,44.82,65314.89,58800.59,24752.86,21024.1,19032.76,20931.52,556.02,3229,883.96,4614.5,1121.66,1428.93,-469.83,1898.76,379437.49,238587.6,52990.25,7343.07,192940.42,WellnessMart,E-Commerce,Multivitamin Tablets - Tablet,Multivitamin Tablet – High Potency – 90 Count,Multivitamin Tablets,Tablet,FV-A-4,BATCH2026015450,PL02,SO-US01,B2B,Canada
MAT225451,63701.97,18.58,23997.37,25126.23,6866.5,12486.53,17220.01,16918.46,1306.21,2838.95,1009.24,3069.38,3944.58,336.61,638.16,-301.55,342812.55,265523.25,46232.91,9727.27,229017.61,GreenHerb,Pharmacy,Skin & Coat - Capsule,Pet Omega Supplement – Skin & Coat Health,Skin & Coat,Capsule,FV-A-4,BATCH2026015451,PL05,SO-AP01,B2C,Singapore
MAT225452,79326.58,38.58,17372.22,19494.01,4696.38,21098.05,10430.46,10104.78,420.44,650.31,223.59,997.62,6672.61,-658.81,-333.13,-325.68,205635.73,136432.15,6651.81,2441.44,132221.78,PetCareCo,Wholesale,Keto Supplement - Capsule,Keto Support Capsule – Exogenous Ketones,Keto Supplement,Capsule,FV-A-2,BATCH2026015452,PL03,SO-AP01,B2C,Australia
MAT225453,82074.77,29.33,24392.26,29545.03,8898.75,10117.28,14102.48,13406.61,800.25,1596.08,705.04,2528.83,1107.49,11.7,707.57,-695.87,279825.53,200027.54,23275.08,8038.87,184791.33,VitaStore,E-Commerce,Calcium Supplement - Tablet,Calcium + Vitamin D Tablet – Bone Health,Calcium Supplement,Tablet,FV-B-3,BATCH2026015453,PL05,SO-US01,B2C,Singapore
MAT225454,33568.8,25.75,10966.86,8280.92,2829.61,5982.02,6705.14,7508.7,423.18,887.45,145.31,927.31,3249.87,772.37,-31.19,803.56,130369.09,95785.76,13343.77,2487.56,84929.55,HealthyWorld,E-Commerce,Keto Supplement - Capsule,Keto Support Capsule – Exogenous Ketones,Keto Supplement,Capsule,FV-D-4,BATCH2026015454,PL04,SO-EU01,B2B,UK
MAT225455,6629.27,29.38,1940.03,1646.5,765.04,1059.99,1369.34,1295.37,77.59,150.93,30.25,261.8,2535.9,-109.04,-35.07,-73.97,22564.29,16123.51,1810.1,2570.02,16883.43,PetCareCo,Distributors,Calcium Supplement - Tablet,Calcium + Vitamin D Tablet – Bone Health,Calcium Supplement,Tablet,FV-A-1,BATCH2026015455,PL05,SO-IN01,B2B,India
MAT225456,193603.6,46.22,49956.79,57179.22,18008.07,39809.17,20982.53,22932.82,560.47,1840.67,709.95,3212.97,4319.26,989.19,-961.1,1950.29,418830.72,260082.74,24176.47,4871.74,240778.01,PetCareCo,Pharmacy,Pre-Workout - Powder,Pre-Workout Powder – Energy & Endurance,Pre-Workout,Powder,FV-C-2,BATCH2026015456,PL02,SO-IN01,B2B,Brazil
MAT225457,75452.91,16.81,28920.27,24745.64,7541.47,21311.65,22463.87,21903.34,1774.6,3799.49,943.27,3704.61,7315.54,-1436.52,-875.99,-560.53,448759.82,351993.12,62439.49,6470.1,296023.73,CarePharma,Distributors,Digestive Enzyme - Capsule,Digestive Enzyme Capsule – Broad Spectrum,Digestive Enzyme,Capsule,FV-D-1,BATCH2026015457,PL03,SO-AP01,B2B,USA
MAT225458,33486.18,39.2,12715.56,8457.36,4479.09,4218.42,4480.53,4967.5,175.63,747.45,103.68,996.43,1213.03,680.42,193.45,486.97,85422.97,56378.95,11687.72,2775.57,47466.8,VitaStore,Pharmacy,Pre-Workout - Powder,Pre-Workout Powder – Energy & Endurance,Pre-Workout,Powder,FV-C-4,BATCH2026015458,PL01,SO-IN01,B2B,UK
MAT225459,66157.72,16.77,24370.54,20202.72,8475.23,9973.03,19782.87,19398.28,1564.48,3154.19,718.97,4209.42,2179.1,-599.81,-215.22,-384.59,394592.77,309610.48,51076.35,5363.23,263897.36,HealthyWorld,Wholesale,BCAA Formula - Powder,BCAA Powder – 2:1:1 Ratio – Lemon Flavor,BCAA Formula,Powder,FV-D-3,BATCH2026015459,PL02,SO-US01,B2C,UK
MAT225460,41136.01,11.06,15906.33,9358.15,3771.34,4270.81,18658.24,18165.85,1664.75,3196.9,314.83,2814.7,349.04,1117.1,1609.49,-492.39,371870.57,303566.39,52560.1,1547.16,252553.45,PetCareCo,Pharmacy,Joint Health - Powder,Pet Joint Support Powder – Glucosamine Blend,Joint Health,Powder,FV-A-4,BATCH2026015460,PL04,SO-EU01,B2C,India
MAT225461,24129.21,25.86,8411.6,9324.02,1374.72,4467.38,4870.19,5421.22,306.38,713.94,275.68,447.35,3520.62,422.32,-128.71,551.03,93295.63,68487.71,10877.73,9334.6,66944.58,PetCareCo,Wholesale,Metabolic Formula - Capsule,Metabolic Support Capsule – Herbal Blend,Metabolic Formula,Capsule,FV-A-2,BATCH2026015461,PL04,SO-IN01,B2B,South Africa
MAT225462,38940.48,18.21,10823.95,13419.97,2413.67,10734.12,10834.81,11280.38,828.97,1090.79,500.1,1087.51,7050.53,909.8,464.23,445.57,213805.26,166039.91,15110.67,7286.76,158216,PetCareCo,Pharmacy,Joint Health - Powder,Pet Joint Support Powder – Glucosamine Blend,Joint Health,Powder,FV-B-2,BATCH2026015462,PL04,SO-IN01,B2C,South Africa
MAT225463,103571.07,48.34,31023.37,41062.94,14603.61,20274.46,10857.57,11057.67,249.24,1245.35,641.88,2548.29,3934.41,151.72,-48.38,200.1,214265.17,130537.72,18148.07,9827.08,122216.73,PeakNutrition,Wholesale,BCAA Formula - Powder,BCAA Powder – 2:1:1 Ratio – Lemon Flavor,BCAA Formula,Powder,FV-A-1,BATCH2026015463,PL04,SO-AP01,B2C,India
MAT225464,184287.67,48.35,67228.51,45721.54,15179.91,29337.11,19119.12,18090.43,438.59,3004.02,421.09,2581.66,2508.49,-1084.69,-56,-1028.69,381182.31,232211.32,48456.39,2556.84,186311.77,BioHealth,Distributors,Digestive Enzyme - Capsule,Digestive Enzyme Capsule – Broad Spectrum,Digestive Enzyme,Capsule,FV-B-1,BATCH2026015464,PL05,SO-US01,B2C,UAE
MAT225465,172589.15,41.13,65948.67,39334.71,23140.6,45798.05,21022.69,21854.44,752.04,3539.67,356.91,4686.68,6648.99,2271.3,1439.55,831.75,419642.15,272469.69,58067.51,1567.57,215969.75,HealthyWorld,Pharmacy,Probiotic (Pet) - Powder,Pet Probiotic Powder – Digestive Health,Probiotic (Pet),Powder,FV-C-2,BATCH2026015465,PL05,SO-EU01,B2B,Singapore
MAT225466,17584.59,33.87,5874.86,3905.63,2441.43,3789.82,2821.99,2716.43,137.35,387.06,43.82,651.96,4705.24,-228.02,-122.46,-105.56,51913.69,35799.46,5563.04,1283.17,31519.59,HealthyWorld,Distributors,Mineral Supplement - Tablet,Magnesium Glycinate Tablet – 400 mg,Mineral Supplement,Tablet,FV-A-1,BATCH2026015466,PL03,SO-AP01,B2B,Brazil
MAT225467,118502.27,41.77,37473.81,46603.24,7922.2,32277.07,14292.75,15631.78,494.85,1794.44,833.51,1552.9,6922.63,1146.31,-192.72,1339.03,283669.77,183164.42,27104.26,9670.17,165730.33,PetCareCo,E-Commerce,Amino Acid - Powder,Essential Amino Acid Powder – Berry Flavor,Amino Acid,Powder,FV-C-5,BATCH2026015467,PL02,SO-AP01,B2B,South Africa
MAT225468,81864.37,21.43,30990.15,16673.08,7594.42,23894.75,19162.84,18571.24,1356.67,3182.19,209.2,2926.28,7683.4,937.83,1529.43,-591.6,382065.51,289888.41,51984.07,379.69,238284.03,PeakNutrition,Retail,Pet Multivitamin - Tablet,Pet Multivitamin Chew – Dogs – 120 Chews,Pet Multivitamin,Tablet,FV-C-2,BATCH2026015468,PL02,SO-IN01,B2B,Singapore
MAT225469,147969.52,37.54,51789.73,29717.27,13916.9,16490.18,19761.67,21498.03,832.97,2914.88,201.74,3060.87,646.28,2244.14,507.78,1736.36,394164.34,263783.41,46315.01,240.85,217709.25,BioHealth,Pharmacy,Joint Health - Powder,Pet Joint Support Powder – Glucosamine Blend,Joint Health,Powder,FV-B-1,BATCH2026015469,PL05,SO-AP01,B2B,Australia
MAT225470,9344.8,11.94,3575.76,3207.78,1035.53,1307.91,4125.84,3926.09,361.67,696.11,189.03,756.61,1758.49,-271.73,-71.98,-199.75,78256.79,63500.51,10855.8,7220.19,59864.9,CarePharma,Wholesale,Probiotic (Pet) - Powder,Pet Probiotic Powder – Digestive Health,Probiotic (Pet),Powder,FV-B-4,BATCH2026015470,PL04,SO-IN01,B2B,South Africa
MAT225471,65678.97,24.77,24734.45,26027.88,6155.31,18995.38,13374.88,12685.82,867.34,2204.01,790.09,2064.02,7579.41,-271.32,417.74,-689.06,265125.05,196232.56,35735.54,9818.18,170315.2,WellnessMart,Distributors,BCAA Formula - Powder,BCAA Powder – 2:1:1 Ratio – Lemon Flavor,BCAA Formula,Powder,FV-C-3,BATCH2026015471,PL03,SO-EU01,B2B,Brazil
MAT225472,141673.89,32.99,37651.33,44835.9,16563.04,18610.54,21510.19,19977.89,1080.81,1994.95,841.44,4167.52,1423.11,-447.48,1084.82,-1532.3,429491.56,298290.43,26948.16,5907.15,277249.42,HealthyWorld,Wholesale,Herbal Supplement - Capsule,Ashwagandha Capsule – 600 mg – Stress Support,Herbal Supplement,Capsule,FV-C-5,BATCH2026015472,PL04,SO-IN01,B2B,India
MAT225473,15960.01,9.81,3609.98,5174.19,2347.56,3148.41,8303.71,8094.08,759.34,556.54,340.86,2034.85,3993.48,-566.12,-356.49,-209.63,162666.7,133918.54,6022.39,6285.65,134181.8,WellnessMart,Distributors,Iron Supplement - Tablet,Iron Tablet – 65 mg – Gentle Formula,Iron Supplement,Tablet,FV-A-5,BATCH2026015473,PL05,SO-IN01,B2B,Singapore
MAT225474,27410.95,12.72,9331.56,8843.62,2264.91,6186.81,10915.36,10435.52,941.66,1542.13,443.79,1478.68,5102.52,-970.51,-490.67,-479.84,215432.86,173873.87,23973.53,6208.91,156109.25,VitaStore,Retail,Herbal Supplement - Capsule,Ashwagandha Capsule – 600 mg – Stress Support,Herbal Supplement,Capsule,FV-A-3,BATCH2026015474,PL02,SO-IN01,B2B,Canada
MAT225475,52807.25,13.1,20423.46,13342.13,6326.85,6925.97,20206.78,19363.43,1729.76,3463.25,468.08,4014.63,1415.07,-113.51,729.84,-843.35,403157.46,324545.3,57002.68,2780.2,270322.82,HealthyWorld,E-Commerce,BCAA Formula - Powder,BCAA Powder – 2:1:1 Ratio – Lemon Flavor,BCAA Formula,Powder,FV-C-3,BATCH2026015475,PL02,SO-AP01,B2B,UK
MAT225476,8476.57,17.22,3237.18,2137.57,1123.01,982.88,2688.33,2593.56,210.41,452.27,61.95,592.03,822.13,-41.32,53.45,-94.77,49213.16,38489.01,6802.89,2756.53,34442.65,CarePharma,Retail,Post-Workout - Powder,Post-Workout Recovery Powder – Muscle Repair,Post-Workout,Powder,FV-D-4,BATCH2026015476,PL04,SO-AP01,B2C,Brazil
MAT225477,96249.96,22.36,36959.82,21253.55,5942.12,13485.2,21557.59,20669.51,1490.43,3656.14,327.76,2154.72,1764.13,-1139.97,-251.89,-888.08,430449.18,324366.52,60090.23,1219.99,265496.28,BioHealth,Wholesale,Probiotic Powder - Powder,Probiotic Powder – Unflavored – 30 Servings,Probiotic Powder,Powder,FV-A-3,BATCH2026015477,PL01,SO-EU01,B2B,Brazil
MAT225478,53261.35,33.49,19931.24,15648.26,5945.31,11546.44,8123.34,7879.48,400.85,1326.06,271.73,1500.89,4754.75,316.51,560.37,-243.86,159022.57,109996.84,21188.22,4796.27,93604.89,WellnessMart,Pharmacy,Vitamin D - Tablet,Vitamin D3 Tablet – 2000 IU – 120 Count,Vitamin D,Tablet,FV-C-5,BATCH2026015478,PL02,SO-US01,B2B,Australia
MAT225479,1771.58,30.98,509.63,419.19,141.39,376.82,535.53,549.13,28.82,57.29,10.26,69.98,4595.46,41.18,27.58,13.6,5717.91,4034.84,440.19,1994.34,5588.99,VitaStore,E-Commerce,Prenatal Vitamin - Capsule,Prenatal Multivitamin Capsule – DHA Enriched – 90 Count,Prenatal Vitamin,Capsule,FV-B-4,BATCH2026015479,PL03,SO-AP01,B2B,South Africa
MAT225480,25245.05,20.88,9777.7,6618.96,2224.3,2666.36,6236.9,5754.71,447.62,1071.2,159.33,903.01,419.14,23.9,506.09,-482.19,120908.78,92106.01,17139.11,3247.24,78214.14,PetCareCo,Distributors,Mineral Supplement - Tablet,Magnesium Glycinate Tablet – 400 mg,Mineral Supplement,Tablet,FV-C-3,BATCH2026015480,PL04,SO-US01,B2B,Brazil
MAT225481,20816.04,42.22,6815.67,6136.2,1361.03,4814.74,2692.77,2827.39,91.1,357.67,90.73,285.84,5320.68,13.71,-120.91,134.62,49302.82,31712.45,5069.6,4844.33,31487.18,CarePharma,E-Commerce,Calcium Supplement - Tablet,Calcium + Vitamin D Tablet – Bone Health,Calcium Supplement,Tablet,FV-D-4,BATCH2026015481,PL03,SO-IN01,B2B,USA
MAT225482,6467.3,12.75,2367.45,2327.71,911.14,1795.03,2763.43,2738.51,238.28,436.46,138.12,648.03,7124.61,-112.51,-87.59,-24.92,50730.53,40937.19,6490.57,8036.08,42482.7,FitLife,Pharmacy,Calcium Supplement - Tablet,Calcium + Vitamin D Tablet – Bone Health,Calcium Supplement,Tablet,FV-B-4,BATCH2026015482,PL05,SO-IN01,B2B,Singapore
MAT225483,27000.65,7.76,7015.32,9422.26,3337.56,5843.41,17474.48,18054.98,1661.71,1553.19,825.51,3584.67,4740.28,827.11,246.61,580.5,347953.69,290425.66,20488.68,7499.25,277436.23,PeakNutrition,Pharmacy,Keto Supplement - Capsule,Keto Support Capsule – Exogenous Ketones,Keto Supplement,Capsule,FV-B-1,BATCH2026015483,PL05,SO-US01,B2B,UK
MAT225484,50568.22,45.59,15170.65,17829.68,4430.14,11726.22,5742.42,6044.25,159.86,660.39,276.48,826.52,5343.67,201.23,-100.6,301.83,110918.29,69268.16,9428.31,7676.75,67516.6,BioHealth,Wholesale,Probiotic (Pet) - Powder,Pet Probiotic Powder – Digestive Health,Probiotic (Pet),Powder,FV-C-3,BATCH2026015484,PL04,SO-IN01,B2C,India
MAT225485,229122.63,48.99,51208.02,46720.89,14480.82,28921.58,23401.19,23234.75,510.06,1527.45,256.9,2397.26,1222.87,-646.19,-479.75,-166.44,467697.47,283244.1,16496.85,391.7,267138.95,VitaStore,Retail,Skin & Coat - Capsule,Pet Omega Supplement – Skin & Coat Health,Skin & Coat,Capsule,FV-A-1,BATCH2026015485,PL05,SO-AP01,B2C,Brazil
MAT225486,113583,43.58,26219.29,41914.94,9478.64,12618.63,13152.89,13090.13,413.21,921.29,687.32,1800.2,632.75,1196.08,1258.84,-62.76,260640.05,165682.38,10437.28,8482.21,163727.31,FitLife,Distributors,Vitamin B-Complex - Capsule,Vitamin B-Complex Capsule – Energy Formula – 60 Count,Vitamin B-Complex,Capsule,FV-D-5,BATCH2026015486,PL03,SO-EU01,B2B,Australia
MAT225487,36784.49,15.8,13295.74,9020.08,3800.11,5772.92,11772.41,12121.03,951.12,1824.04,250.79,2008.64,2420.62,9.53,-339.09,348.62,232748.64,183865.76,29080.13,2415.5,157201.13,FitLife,E-Commerce,Calcium Supplement - Tablet,Calcium + Vitamin D Tablet – Bone Health,Calcium Supplement,Tablet,FV-D-4,BATCH2026015487,PL02,SO-EU01,B2B,Germany
MAT225488,99311.78,45.15,38611.09,25437.06,12967.38,15133.94,11139.95,12397.94,318.89,1924,267.73,2417.07,2243.14,1394.85,136.86,1257.99,219970.34,137911.87,31392.26,2950.54,109470.15,FitLife,Pharmacy,BCAA Formula - Powder,BCAA Powder – 2:1:1 Ratio – Lemon Flavor,BCAA Formula,Powder,FV-B-5,BATCH2026015488,PL04,SO-AP01,B2C,South Africa
MAT225489,115649.49,33.25,35334.8,39980.68,11086.3,25251.67,17468.4,16625.9,869.58,2071.7,811,2759.38,4815.52,-267.38,575.12,-842.5,347830.88,241068.5,30816.7,7339.58,217591.38,NutriPlus,Retail,Vitamin D - Tablet,Vitamin D3 Tablet – 2000 IU – 120 Count,Vitamin D,Tablet,FV-A-4,BATCH2026015489,PL03,SO-US01,B2B,Australia
MAT225490,107933.84,47.16,32073.51,33695.27,6873.36,17692.77,11580.44,11945.27,290.09,1310.37,440.59,1195.77,2692.97,1134.11,769.28,364.83,228870.07,140933.82,19031.31,5697.04,127599.55,WellnessMart,Wholesale,Amino Acid - Powder,Essential Amino Acid Powder – Berry Flavor,Amino Acid,Powder,FV-C-3,BATCH2026015490,PL03,SO-US01,B2B,Brazil
MAT225491,20964.42,30.53,8143.42,5240.78,2472.61,4828.36,3650.71,3602.67,199.35,629.7,82.13,713.73,5282.17,137.86,185.9,-48.04,68657.18,48618.85,9782.68,2649.23,41485.4,WellnessMart,Wholesale,Vitamin D - Tablet,Vitamin D3 Tablet – 2000 IU – 120 Count,Vitamin D,Tablet,FV-B-2,BATCH2026015491,PL02,SO-US01,B2C,USA
MAT225492,100592.32,22.83,36841.15,35061.91,6555.45,20202.88,22064.22,20464.47,1507.18,3487.41,1040.08,2334.09,4132.73,-648.87,950.88,-1599.75,440685.23,330939.08,56433.01,7479.17,281985.24,PeakNutrition,Distributors,Prenatal Vitamin - Capsule,Prenatal Multivitamin Capsule – DHA Enriched – 90 Count,Prenatal Vitamin,Capsule,FV-B-3,BATCH2026015492,PL03,SO-IN01,B2B,Singapore
MAT225493,47138.13,21.72,11149.99,14756.26,6471.36,8393.02,10995.69,11259.04,772.79,810.93,420.7,2511.24,3244.01,1271.72,1008.37,263.35,217055.7,164338.82,9496.22,5739.11,160581.71,CarePharma,Retail,Pre-Workout - Powder,Pre-Workout Powder – Energy & Endurance,Pre-Workout,Powder,FV-D-4,BATCH2026015493,PL05,SO-AP01,B2B,South Africa
MAT225494,11094.5,26.65,2311.74,4326.13,1619.33,2945.58,2313.11,2330.34,142.29,128.24,132.97,562.38,6654.47,3.15,-14.08,17.23,41632.26,30380.26,1059.1,9506.79,38827.95,CarePharma,Wholesale,Collagen Powder - Powder,Collagen Peptides Powder – Unflavored – 500 g,Collagen Powder,Powder,FV-D-2,BATCH2026015494,PL02,SO-AP01,B2B,India
MAT225495,20789.15,7.79,8108.58,5622.66,2699.88,3113.63,13469.47,14884.48,1280.25,2337.3,371.96,2906.42,2141.11,902.48,-512.53,1415.01,267036.16,222848.88,38326.47,3652.6,188175.01,PetCareCo,Distributors,Digestive Enzyme - Capsule,Digestive Enzyme Capsule – Broad Spectrum,Digestive Enzyme,Capsule,FV-A-2,BATCH2026015495,PL01,SO-US01,B2C,Singapore
MAT225496,84935.25,26.1,26166.18,32319.65,11714.33,8724.71,16360,15249.16,1022.35,1967.24,901.93,3754.05,306.15,-1320.23,-209.39,-1110.84,325436.69,238474.84,29369.63,9045.53,218150.74,NutriPlus,Pharmacy,Probiotic Capsules - Capsule,Probiotic Capsule – 20 Billion CFU – Gut Health,Probiotic Capsules,Capsule,FV-C-3,BATCH2026015496,PL03,SO-US01,B2B,UK
MAT225497,16028.19,11.33,5277.7,5870.65,1321.42,2423.72,7251.77,6672.4,643.52,971.95,373.96,980.11,2197.42,-647.89,-68.52,-579.37,141413.32,115224.92,14711.13,8347.25,108861.04,HealthyWorld,E-Commerce,Skin & Coat - Capsule,Pet Omega Supplement – Skin & Coat Health,Skin & Coat,Capsule,FV-D-5,BATCH2026015497,PL05,SO-AP01,B2B,Canada
MAT225498,21317.46,5.31,6526.97,4546.78,1415.18,3723.28,20108.34,22323.68,1999.61,2393.23,267.89,2168.8,3111.69,1674.56,-540.78,2215.34,401168.5,340293.76,35710.72,851.16,305434.2,BioHealth,Distributors,Digestive Enzyme - Capsule,Digestive Enzyme Capsule – Broad Spectrum,Digestive Enzyme,Capsule,FV-D-3,BATCH2026015498,PL05,SO-EU01,B2B,UK
MAT225499,133476.29,39.66,46413.06,30008.85,7671.9,18885.39,16909.51,16318.79,648.98,2469.15,274.04,1567.71,1818.06,-105.19,485.53,-590.72,336539.04,221253,39045.7,1416.44,183623.74,GreenHerb,Retail,Keto Supplement - Capsule,Keto Support Capsule – Exogenous Ketones,Keto Supplement,Capsule,FV-C-4,BATCH2026015499,PL02,SO-AP01,B2C,UAE
MAT225500,124395.6,38.05,47209.24,28794.22,11790.39,23492.55,16433.36,15273,677.76,2739.13,293.64,2565.71,3665.29,-1396.79,-236.43,-1160.36,326918.88,217853.46,44683.54,1742.18,174912.1,HealthyWorld,Pharmacy,Herbal Supplement - Capsule,Ashwagandha Capsule – 600 mg – Stress Support,Herbal Supplement,Capsule,FV-D-5,BATCH2026015500,PL05,SO-US01,B2B,Canada
